# MISSION PROFILE DATA
# Timestamp: 2026-06-13 02:44:36
# Deep Target: -- m
# Shallow Target: -- m
# Profile Count: --
# Arrival Tolerance: -- m
# Hold Duration: -- s
# PID: P=--, I=--, D=--
# Neutral ADC: --
# Bounds: -- to --
# Depth Offset: -- m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
79.93,1.992,121.43,3984,4095
80.03,1.971,121.22,3984,4095
80.13,1.938,120.88,3984,4095
80.30,1.892,120.42,3985,4095
80.33,1.876,120.25,3982,4095
80.45,1.845,119.94,3983,4095
80.57,1.809,119.58,3984,4095
80.72,1.765,119.14,3986,4095
80.73,1.761,119.10,3982,4095
80.83,1.731,118.80,3984,4095
80.93,1.701,118.49,3984,4095
81.03,1.666,118.14,3984,4095
81.18,1.623,117.71,3985,4095
81.32,1.582,117.29,3984,4095
81.33,1.574,117.21,3985,4095
81.44,1.542,116.89,3984,4095
81.56,1.505,116.52,3984,4095
81.66,1.475,116.21,3985,4095
81.73,1.455,116.01,3983,4095
81.83,1.422,115.67,3984,4095
81.93,1.389,115.34,3981,4095
82.04,1.357,115.02,3986,4095
82.14,1.324,114.69,3984,4095
82.24,1.298,114.43,3984,4095
82.34,1.264,114.08,3983,4095
82.50,1.214,113.58,3985,4095
82.61,1.197,113.40,3985,4095
82.65,1.164,113.07,3983,4095
82.76,1.129,112.72,3983,4095
82.84,1.105,112.47,3984,4095
83.01,1.051,111.93,3986,4095
83.06,1.036,111.78,3984,4095
83.18,0.999,111.40,3985,4095
83.24,0.978,111.19,3983,4095
83.34,0.944,110.86,3985,4095
83.50,0.896,110.37,3981,4095
83.54,0.882,110.23,3983,4095
83.66,0.843,109.83,3983,4095
83.74,0.821,109.61,3984,4095
83.84,0.792,109.31,3986,4095
83.94,0.756,108.95,3985,4095
84.04,0.723,108.62,3984,4095
84.14,0.695,108.34,3985,4095
84.24,0.661,107.99,3983,4095
84.34,0.632,107.71,3984,4095
84.45,0.596,107.34,3984,4095
84.57,0.565,107.03,3985,4095
84.71,0.512,106.49,3984,4095
84.74,0.501,106.38,3982,4095
84.84,0.469,106.06,3985,4095
84.94,0.439,105.76,3985,4095
85.04,0.408,105.44,3985,4095
85.15,0.373,105.09,3984,4095
85.26,0.333,104.69,3985,4095
85.37,0.300,104.36,3986,4095
85.44,0.278,104.13,3984,4095
85.57,0.240,103.74,3986,4095
85.74,0.182,103.16,3984,4095
85.74,0.181,103.15,3981,4095
85.84,0.151,102.85,3984,4095
85.94,0.116,102.50,3983,4095
86.04,0.088,102.21,3984,4095
86.14,0.050,101.83,3986,4095
